,Code,Company,Exchange,Ex Code
7911,CVV,CVD Equipment Corp,NASDAQ Stock Exchange,NASDAQ
7912,CWBC,Community West Bncsh,NASDAQ Stock Exchange,NASDAQ
7913,CWBR,Cohbar Inc,NASDAQ Stock Exchange,NASDAQ
7914,CWCO,Cons Water CO Inc,NASDAQ Stock Exchange,NASDAQ
7915,CWST,Casella Waste Sys,NASDAQ Stock Exchange,NASDAQ
7916,CXDC,China Xd Plastics Company,NASDAQ Stock Exchange,NASDAQ
7917,CXDO,Crexendo Inc,NASDAQ Stock Exchange,NASDAQ
7918,CXSE,Wisdomtree China Ex-Cso Fund,NASDAQ Stock Exchange,NASDAQ
7919,CYAD,Celyad Sa Ads,NASDAQ Stock Exchange,NASDAQ
7920,CYAN,Cyanotech Corp,NASDAQ Stock Exchange,NASDAQ
7921,CYBE,Cyberoptics Cp,NASDAQ Stock Exchange,NASDAQ
7922,CYBR,Cyberark Soft Ord,NASDAQ Stock Exchange,NASDAQ
7923,CYCC,Cyclacel Pharmaceuti,NASDAQ Stock Exchange,NASDAQ
7924,CYCCP,Cyclacel Pharmaceuti,NASDAQ Stock Exchange,NASDAQ
7925,CYCN,Cyclerion Therapeutics Inc,NASDAQ Stock Exchange,NASDAQ
7926,CYRN,Cyren Ltd,NASDAQ Stock Exchange,NASDAQ
7927,CYRX,Cryoport Inc,NASDAQ Stock Exchange,NASDAQ
7928,CYTH,Cyclo Therapeutics Inc,NASDAQ Stock Exchange,NASDAQ
7929,CYTHW,Cyclo Therapeutics Inc WT,NASDAQ Stock Exchange,NASDAQ
7930,CYTK,Cytokinetics,NASDAQ Stock Exchange,NASDAQ
7931,CZNC,Citizens Nrthn Cp,NASDAQ Stock Exchange,NASDAQ
7932,CZR,Caesars Entertainment Inc,NASDAQ Stock Exchange,NASDAQ
7933,CZWI,Citizens Community,NASDAQ Stock Exchange,NASDAQ
9418,DADA,Dada Nexus Limited ADR,NASDAQ Stock Exchange,NASDAQ
9419,DAIO,Data I O Cp,NASDAQ Stock Exchange,NASDAQ
9420,DAKT,Daktronics Inc,NASDAQ Stock Exchange,NASDAQ
9421,DALI,First Trust Dorseywright Dali 1 ETF,NASDAQ Stock Exchange,NASDAQ
9422,DARE,Dare Bioscience Inc,NASDAQ Stock Exchange,NASDAQ
9423,DAX,DAX Germany ETF,NASDAQ Stock Exchange,NASDAQ
9424,DBDR,Roman Dbdr Tech Acquisition Corp. Cl A,NASDAQ Stock Exchange,NASDAQ
9425,DBDRU,Roman Dbdr Tech Acquisition Corp,NASDAQ Stock Exchange,NASDAQ
9426,DBDRW,Roman Dbdr Tech Acquisition Corp. WT,NASDAQ Stock Exchange,NASDAQ
9427,DBVT,Dbv Technologies Ads,NASDAQ Stock Exchange,NASDAQ
9428,DBX,Dropbox Inc,NASDAQ Stock Exchange,NASDAQ
9429,DCBO,Docebo Inc,NASDAQ Stock Exchange,NASDAQ
9430,DCOM,Dime Community Bncsh,NASDAQ Stock Exchange,NASDAQ
9431,DCOMP,Dime Community Bancshares,NASDAQ Stock Exchange,NASDAQ
9432,DCPH,Deciphera Pharmaceuticals Inc,NASDAQ Stock Exchange,NASDAQ
9433,DCRB,Decarbonization Plus Acquisition Corp Cl,NASDAQ Stock Exchange,NASDAQ
9434,DCRBU,Decarbonization Plus Acquisition Corp,NASDAQ Stock Exchange,NASDAQ
9435,DCRBW,Decarbonization Plus Acquisition Corp WT,NASDAQ Stock Exchange,NASDAQ
9436,DCT,Duck Creek Technologies Inc,NASDAQ Stock Exchange,NASDAQ
9437,DCTH,Delcath Systems Inc,NASDAQ Stock Exchange,NASDAQ
9438,DDIV,First Trust High Income ETF,NASDAQ Stock Exchange,NASDAQ
9439,DDMXU,Dd3 Acquisition Corp. II,NASDAQ Stock Exchange,NASDAQ
9440,DDOG,Datadog Inc Cl A,NASDAQ Stock Exchange,NASDAQ
9441,DEMZ,Demz Political Contributions ETF,NASDAQ Stock Exchange,NASDAQ
9442,DENN,Dennys Corp,NASDAQ Stock Exchange,NASDAQ
9443,DFFN,Diffusion Pharmaceuticals Inc,NASDAQ Stock Exchange,NASDAQ
9444,DFHT,Deerfield Healthcare Techn Acquisitions,NASDAQ Stock Exchange,NASDAQ
9445,DFHTU,Deerfield Healthcare Technology,NASDAQ Stock Exchange,NASDAQ
9446,DFHTW,Deerfield Healthcare Technology,NASDAQ Stock Exchange,NASDAQ
9447,DFNL,Davis Select Financial ETF,NASDAQ Stock Exchange,NASDAQ
9448,DFPH,Dfp Healthcare Acquisitions Corp Cl A,NASDAQ Stock Exchange,NASDAQ
9449,DFPHU,Dfp Healthcare Acquisitions Corp,NASDAQ Stock Exchange,NASDAQ
9450,DFPHW,Dfp Healthcare Acquisitions Corp WT,NASDAQ Stock Exchange,NASDAQ
9451,DGICA,Donegal Group Cl A,NASDAQ Stock Exchange,NASDAQ
9452,DGICB,Donegal Group Cl B,NASDAQ Stock Exchange,NASDAQ
9453,DGII,Digi Intl Inc,NASDAQ Stock Exchange,NASDAQ
9454,DGLY,Digital Ally Inc,NASDAQ Stock Exchange,NASDAQ
9455,DGNS,Dragoneer Growth Opportunities Corp. II,NASDAQ Stock Exchange,NASDAQ
9456,DGRE,Wisdomtree EM Quality Divd Growth Fund,NASDAQ Stock Exchange,NASDAQ
9457,DGRS,Wisdomtree US Smallcap Quality Dvid Fund,NASDAQ Stock Exchange,NASDAQ
9458,DGRW,Wisdomtree US Quality Divd Fund,NASDAQ Stock Exchange,NASDAQ
9459,DHC,Diversified Healthcare Trust,NASDAQ Stock Exchange,NASDAQ
9460,DHCNI,Diversified Healthcare Trust,NASDAQ Stock Exchange,NASDAQ
9461,DHCNL,Diversified Healthcare Trust,NASDAQ Stock Exchange,NASDAQ
9462,DHIL,Diamond Hill Inv,NASDAQ Stock Exchange,NASDAQ
9463,DINT,Davis Select International ETF,NASDAQ Stock Exchange,NASDAQ
9464,DIOD,Diodes Inc,NASDAQ Stock Exchange,NASDAQ
9465,DISCA,Discovery Comm A,NASDAQ Stock Exchange,NASDAQ
9466,DISCB,Discovery Comm B,NASDAQ Stock Exchange,NASDAQ
9467,DISCK,Discovery Comm Inc,NASDAQ Stock Exchange,NASDAQ
9468,DISH,Dish Network Corp,NASDAQ Stock Exchange,NASDAQ
9469,DJCO,Daily Journal Cp,NASDAQ Stock Exchange,NASDAQ
9470,DKNG,Draftkings Inc,NASDAQ Stock Exchange,NASDAQ
9471,DLHC,Dlh Holdings Corp,NASDAQ Stock Exchange,NASDAQ
9472,DLPN,Dolphin Entertainment Inc,NASDAQ Stock Exchange,NASDAQ
9473,DLPNW,Dolphin Entertainment Inc WT,NASDAQ Stock Exchange,NASDAQ
9474,DLTH,Duluth Hld Cl B,NASDAQ Stock Exchange,NASDAQ
9475,DLTR,Dollar Tree Inc,NASDAQ Stock Exchange,NASDAQ
9476,DMAC,Diamedica Therapeutics Inc,NASDAQ Stock Exchange,NASDAQ
9477,DMLP,Dorchester Minls,NASDAQ Stock Exchange,NASDAQ
9478,DMRC,Digimarc Corp,NASDAQ Stock Exchange,NASDAQ
9479,DMTK,Dermtech Inc,NASDAQ Stock Exchange,NASDAQ
9480,DMXF,Ishares ESG Advanced MSCI EAFE ETF,NASDAQ Stock Exchange,NASDAQ
9481,DNKN,Dunkin' Brands Group,NASDAQ Stock Exchange,NASDAQ
9482,DNLI,Denali Therapeutics Inc,NASDAQ Stock Exchange,NASDAQ
9483,DOCU,Docusign Inc,NASDAQ Stock Exchange,NASDAQ
9484,DOGZ,Dogness Corp Cl A,NASDAQ Stock Exchange,NASDAQ
9485,DOMO,Domo Inc Cl B,NASDAQ Stock Exchange,NASDAQ
9486,DOOO,Brp Inc,NASDAQ Stock Exchange,NASDAQ
9487,DORM,Dorman Products Inc,NASDAQ Stock Exchange,NASDAQ
9488,DOX,Amdocs Ltd Ord,NASDAQ Stock Exchange,NASDAQ
9489,DOYU,Douyu International Holdings Ltd Ads,NASDAQ Stock Exchange,NASDAQ
9490,DRAD,Digirad Corp,NASDAQ Stock Exchange,NASDAQ
9491,DRADP,Digirad Corp Series A Cumulative,NASDAQ Stock Exchange,NASDAQ
9492,DRIO,Dario Health Corp,NASDAQ Stock Exchange,NASDAQ
9493,DRIOW,Labstyle Innovati WT,NASDAQ Stock Exchange,NASDAQ
9494,DRIV,Global X Autonomous & Electric Vehicles,NASDAQ Stock Exchange,NASDAQ
9495,DRNA,Dicerna Pharmaceutic,NASDAQ Stock Exchange,NASDAQ
9496,DRRX,Durect Corp,NASDAQ Stock Exchange,NASDAQ
9497,DRTT,Dirtt Environmental Solutions Ltd,NASDAQ Stock Exchange,NASDAQ
9498,DSAC,Duddell Street Acquisition Corp Cl A,NASDAQ Stock Exchange,NASDAQ
9499,DSACU,Duddell Street Acquisition Corp,NASDAQ Stock Exchange,NASDAQ
9500,DSACW,Duddell Street Acquisition Corp WT,NASDAQ Stock Exchange,NASDAQ
9501,DSGX,Descartes Sys Group,NASDAQ Stock Exchange,NASDAQ
9502,DSKE,Daseke Inc,NASDAQ Stock Exchange,NASDAQ
9503,DSKEW,Daseke Inc,NASDAQ Stock Exchange,NASDAQ
9504,DSPG,D S P Group Inc,NASDAQ Stock Exchange,NASDAQ
9505,DSWL,Deswell Inds Inc,NASDAQ Stock Exchange,NASDAQ
9506,DTEA,Davidstea Inc,NASDAQ Stock Exchange,NASDAQ
9507,DTIL,Precision Biosciences Inc,NASDAQ Stock Exchange,NASDAQ
9508,DTSS,Datasea Inc,NASDAQ Stock Exchange,NASDAQ
9509,DUO,Fangdd Network Group Ltd ADR,NASDAQ Stock Exchange,NASDAQ
9510,DUOT,Duos Technologies Group Inc,NASDAQ Stock Exchange,NASDAQ
9511,DUSA,Davis Select USA ETF,NASDAQ Stock Exchange,NASDAQ
9512,DVAX,Dynavax Technologies,NASDAQ Stock Exchange,NASDAQ
9513,DVLU,First Trust Momentum & Value ETF,NASDAQ Stock Exchange,NASDAQ
9514,DVOL,First Trust Momentum & Low Volatility,NASDAQ Stock Exchange,NASDAQ
9515,DVY,Select Dividend Ishares ETF,NASDAQ Stock Exchange,NASDAQ
9516,DWAS,DWA Smallcap Momentum Invesco ETF,NASDAQ Stock Exchange,NASDAQ
9517,DWAT,Arrow DWA Tactic ETF,NASDAQ Stock Exchange,NASDAQ
9518,DWAW,Advisorshares Fsm All Cap World ETF,NASDAQ Stock Exchange,NASDAQ
9519,DWCR,Arrow DWA Country Rotation ETF,NASDAQ Stock Exchange,NASDAQ
9520,DWEQ,Advisorshares Dorsey Wright Alpha EW ETF,NASDAQ Stock Exchange,NASDAQ
9521,DWFI,DW Fixed Income Allocation ETF SPDR,NASDAQ Stock Exchange,NASDAQ
9522,DWLD,Davis Select World Opportunities ETF,NASDAQ Stock Exchange,NASDAQ
9523,DWMC,Advisorshares D.W. Micro-Cap ETF,NASDAQ Stock Exchange,NASDAQ
9524,DWPP,First Trust Dorsey Wright People's,NASDAQ Stock Exchange,NASDAQ
9525,DWSH,Advisorshares D.W. Short ETF,NASDAQ Stock Exchange,NASDAQ
9526,DWSN,Dawson Geophscl,NASDAQ Stock Exchange,NASDAQ
9527,DWUS,Advisorshares Dorsey Wright Fsm US Core,NASDAQ Stock Exchange,NASDAQ
9528,DXCM,Dexcom,NASDAQ Stock Exchange,NASDAQ
9529,DXGE,Wisdomtree Germany Hedged Eqty Fund,NASDAQ Stock Exchange,NASDAQ
9530,DXJS,Wisdomtree Japan Smallcap Eqty Hedged,NASDAQ Stock Exchange,NASDAQ
9531,DXLG,Destination XL Group,NASDAQ Stock Exchange,NASDAQ
9532,DXPE,Dxp Enterprise,NASDAQ Stock Exchange,NASDAQ
9533,DXYN,The Dixie Group,NASDAQ Stock Exchange,NASDAQ
9534,DYAI,Dyadic International,NASDAQ Stock Exchange,NASDAQ
9535,DYN,Dyne Therapeutics Inc,NASDAQ Stock Exchange,NASDAQ
9536,DYNT,Dynatronics Cp,NASDAQ Stock Exchange,NASDAQ
9537,DZSI,Dasan Zhone Solutions Inc,NASDAQ Stock Exchange,NASDAQ
11022,EA,Electronic Arts Inc,NASDAQ Stock Exchange,NASDAQ
11023,EAR,Eargo Inc,NASDAQ Stock Exchange,NASDAQ
11024,EARS,Auris Medical,NASDAQ Stock Exchange,NASDAQ
11025,EAST,Eastside Distilling Inc,NASDAQ Stock Exchange,NASDAQ
11026,EBAY,Ebay Inc,NASDAQ Stock Exchange,NASDAQ
11027,EBAYL,Ebay Inc 6.0% NTS,NASDAQ Stock Exchange,NASDAQ
11028,EBC,Eastern Bankshares Inc,NASDAQ Stock Exchange,NASDAQ
11029,EBIX,Ebix Inc,NASDAQ Stock Exchange,NASDAQ
11030,EBIZ,Global X E-Commerce ETF,NASDAQ Stock Exchange,NASDAQ
11031,EBMT,Eagle Bancorp [Mt],NASDAQ Stock Exchange,NASDAQ
11032,EBON,Ebang International Holdings Inc Cl A,NASDAQ Stock Exchange,NASDAQ
11033,EBSB,Meridian Bncp,NASDAQ Stock Exchange,NASDAQ
11034,EBTC,Enterprise Bancorp,NASDAQ Stock Exchange,NASDAQ
11035,ECHO,Echo Global Logistic,NASDAQ Stock Exchange,NASDAQ
11036,ECOL,US Ecology Inc,NASDAQ Stock Exchange,NASDAQ
11037,ECOLW,US Ecology Inc WT,NASDAQ Stock Exchange,NASDAQ
11038,ECOR,Electrocore Inc,NASDAQ Stock Exchange,NASDAQ
11039,ECOW,Pacer Emerging Markets Cash Cows 100 ETF,NASDAQ Stock Exchange,NASDAQ
11040,ECPG,Encore Capital Group,NASDAQ Stock Exchange,NASDAQ
11041,EDAP,Edap Tms Sa ADR,NASDAQ Stock Exchange,NASDAQ
11042,EDIT,Editas Medicine,NASDAQ Stock Exchange,NASDAQ
11043,EDOC,Global X Telemedicine & Digital Health,NASDAQ Stock Exchange,NASDAQ
11044,EDRY,Eurodry Ltd,NASDAQ Stock Exchange,NASDAQ
11045,EDSA,Edesa Biotech Inc,NASDAQ Stock Exchange,NASDAQ
11046,EDTK,Skillful Craftsman Education Technology,NASDAQ Stock Exchange,NASDAQ
11047,EDTXU,Edtechx Holdings Acquisition Corp. II,NASDAQ Stock Exchange,NASDAQ
11048,EDUC,Educational Dev Cp,NASDAQ Stock Exchange,NASDAQ
11049,EDUT,Global X Education ETF,NASDAQ Stock Exchange,NASDAQ
11050,EEFT,Euronet Worldwide,NASDAQ Stock Exchange,NASDAQ
11051,EEMA,Emrg Mkts Asia Ishares MSCI ETF,NASDAQ Stock Exchange,NASDAQ
11052,EFAS,G-X MSCI Superdividend EAFE ETF,NASDAQ Stock Exchange,NASDAQ
11053,EFOI,Energy Focus Inc,NASDAQ Stock Exchange,NASDAQ
11054,EFSC,Enterprises Finl Svc,NASDAQ Stock Exchange,NASDAQ
11055,EGAN,Egain Corp,NASDAQ Stock Exchange,NASDAQ
11056,EGBN,Eagle Bancorp Inc,NASDAQ Stock Exchange,NASDAQ
11057,EGLE,Eagle Bulk Ship,NASDAQ Stock Exchange,NASDAQ
11058,EGOV,Nic Inc,NASDAQ Stock Exchange,NASDAQ
11059,EGRX,Eagle Pharmaceuticals,NASDAQ Stock Exchange,NASDAQ
11060,EH,Ehang Holdings Ltd Ads,NASDAQ Stock Exchange,NASDAQ
11061,EHTH,Ehealth Inc,NASDAQ Stock Exchange,NASDAQ
11062,EIDX,Eidos Therapeutics Inc,NASDAQ Stock Exchange,NASDAQ
11063,EIGI,Endurance Int Group,NASDAQ Stock Exchange,NASDAQ
11064,EIGR,Eiger Biopharma,NASDAQ Stock Exchange,NASDAQ
11065,EKSO,Ekso Bionics Holdings Inc,NASDAQ Stock Exchange,NASDAQ
11066,ELOX,Eloxx Pharmaceuticals Inc,NASDAQ Stock Exchange,NASDAQ
11067,ELSE,Electro Sensors IN,NASDAQ Stock Exchange,NASDAQ
11068,ELTK,Eltek Ltd,NASDAQ Stock Exchange,NASDAQ
11069,ELYS,Elys Game Tech Corp,NASDAQ Stock Exchange,NASDAQ
11070,EMB,USD Emrg Mkts Bond Ishares JPM ETF,NASDAQ Stock Exchange,NASDAQ
11071,EMCB,Wisdomtree EM Corp Bond Fund,NASDAQ Stock Exchange,NASDAQ
11072,EMCF,Emclaire Finl Cor,NASDAQ Stock Exchange,NASDAQ
11073,EMIF,Emrg Mkts Infrastructure Ishares ETF,NASDAQ Stock Exchange,NASDAQ
11074,EMKR,Emcore Corp,NASDAQ Stock Exchange,NASDAQ
11075,EML,Eastern Company,NASDAQ Stock Exchange,NASDAQ
11076,EMXC,Emrg Mkts Ex China Ishares MSCI ETF,NASDAQ Stock Exchange,NASDAQ
11077,EMXF,Ishares ESG Advanced MSCI EM ETF,NASDAQ Stock Exchange,NASDAQ
11078,ENDP,Endo Int'l Plc,NASDAQ Stock Exchange,NASDAQ
11079,ENG,Englobal Corp,NASDAQ Stock Exchange,NASDAQ
11080,ENLV,Enlivex Therapeutics Ltd,NASDAQ Stock Exchange,NASDAQ
11081,ENOB,Enochian Biosciences Inc,NASDAQ Stock Exchange,NASDAQ
11082,ENPH,Enphase Energy Inc,NASDAQ Stock Exchange,NASDAQ
11083,ENSG,The Ensign Group IN,NASDAQ Stock Exchange,NASDAQ
11084,ENTA,Enanta Pharmaceutica,NASDAQ Stock Exchange,NASDAQ
11085,ENTG,Entegris Inc,NASDAQ Stock Exchange,NASDAQ
11086,ENTX,Entera Bio Ltd,NASDAQ Stock Exchange,NASDAQ
11087,ENTXW,Entera Bio Ltd WT,NASDAQ Stock Exchange,NASDAQ
11088,ENZL,New Zealand Ishares MSCI ETF,NASDAQ Stock Exchange,NASDAQ
11089,EOLS,Evolus Inc,NASDAQ Stock Exchange,NASDAQ
11090,EOSE,Eos Energy Enterprises Inc,NASDAQ Stock Exchange,NASDAQ
11091,EOSEW,Eos Energy Enterprises Inc WT,NASDAQ Stock Exchange,NASDAQ
11092,EPAY,Bottomline Tech IN,NASDAQ Stock Exchange,NASDAQ
11093,EPIX,Essa Pharma,NASDAQ Stock Exchange,NASDAQ
11094,EPSN,Epsilon Energy,NASDAQ Stock Exchange,NASDAQ
11095,EPZM,Epizyme Inc,NASDAQ Stock Exchange,NASDAQ
11096,EQ,Equillium Inc,NASDAQ Stock Exchange,NASDAQ
11097,EQBK,Equity Bncsrs Cm A,NASDAQ Stock Exchange,NASDAQ
11098,EQIX,Equinix Inc,NASDAQ Stock Exchange,NASDAQ
11099,EQOS,Diginex Ltd.,NASDAQ Stock Exchange,NASDAQ
11100,EQOSW,Diginex Ltd. WT,NASDAQ Stock Exchange,NASDAQ
11101,EQRR,Proshares Equities For Rising Rates ETF,NASDAQ Stock Exchange,NASDAQ
11102,ERES,East Resources Acquisition Company Cl A,NASDAQ Stock Exchange,NASDAQ
11103,ERESU,East Resources Acquisition Company,NASDAQ Stock Exchange,NASDAQ
11104,ERESW,East Resources Acquisition Company WT,NASDAQ Stock Exchange,NASDAQ
11105,ERIC,Ericsson ADR,NASDAQ Stock Exchange,NASDAQ
11106,ERIE,Erie Indemnity Company,NASDAQ Stock Exchange,NASDAQ
11107,ERII,Energy Recovery Inc,NASDAQ Stock Exchange,NASDAQ
11108,ERYP,Erytech Pharma,NASDAQ Stock Exchange,NASDAQ
11109,ESBK,Elmira Sav Bk,NASDAQ Stock Exchange,NASDAQ
11110,ESCA,Escalade Inc,NASDAQ Stock Exchange,NASDAQ
11111,ESEA,Euroseas Ltd,NASDAQ Stock Exchange,NASDAQ
11112,ESGD,EAFE ESG Optimized Ishares MSCI ETF,NASDAQ Stock Exchange,NASDAQ
11113,ESGE,Emrg Mkts ESG Optimized Ishares MSCI ETF,NASDAQ Stock Exchange,NASDAQ
11114,ESGR,Enstar Group Ltd,NASDAQ Stock Exchange,NASDAQ
11115,ESGRO,Enstar Group Ltd Depository Shares 7.00%,NASDAQ Stock Exchange,NASDAQ
11116,ESGRP,Enstar Group Ltd,NASDAQ Stock Exchange,NASDAQ
11117,ESGU,USA ESG Optimized Ishares MSCI ETF,NASDAQ Stock Exchange,NASDAQ
11118,ESLT,Elbit Systems Ltd,NASDAQ Stock Exchange,NASDAQ
11119,ESPO,Vaneck Vectors Video Gaming and Esports,NASDAQ Stock Exchange,NASDAQ
11120,ESPR,Esperion Theraptc,NASDAQ Stock Exchange,NASDAQ
11121,ESQ,Esquire Financial Holdings Inc,NASDAQ Stock Exchange,NASDAQ
11122,ESSA,Essa Bancorp Inc,NASDAQ Stock Exchange,NASDAQ
11123,ESSC,East Stone Acquisition Corp,NASDAQ Stock Exchange,NASDAQ
11124,ESSCR,East Stone Acquisition Corp Right,NASDAQ Stock Exchange,NASDAQ
11125,ESSCU,East Stone Acquisition Corp,NASDAQ Stock Exchange,NASDAQ
11126,ESSCW,East Stone Acquisition Corp WT,NASDAQ Stock Exchange,NASDAQ
11127,ESTA,Establishment Labs Holdings Inc,NASDAQ Stock Exchange,NASDAQ
11128,ESXB,Community Bankers,NASDAQ Stock Exchange,NASDAQ
11129,ETAC,E.Merge Technology Acquisition Corp Cl A,NASDAQ Stock Exchange,NASDAQ
11130,ETACU,E.Merge Technology Acquisition Corp,NASDAQ Stock Exchange,NASDAQ
11131,ETACW,E.Merge Technology Acquisition Corp WT,NASDAQ Stock Exchange,NASDAQ
11132,ETNB,89Bio Inc,NASDAQ Stock Exchange,NASDAQ
11133,ETON,Eton Pharmaceutcials Inc,NASDAQ Stock Exchange,NASDAQ
11134,ETSY,Etsy Inc,NASDAQ Stock Exchange,NASDAQ
11135,ETTX,Entasis Therapeutics Holdings Inc,NASDAQ Stock Exchange,NASDAQ
11136,EUCRU,Eucrates Biomedical Acquisition Corp,NASDAQ Stock Exchange,NASDAQ
11137,EUFN,Europe Financials Ishares MSCI ETF,NASDAQ Stock Exchange,NASDAQ
11138,EVBG,Everbridge Inc,NASDAQ Stock Exchange,NASDAQ
11139,EVER,Everquote Inc Cl A,NASDAQ Stock Exchange,NASDAQ
11140,EVFM,Evofem Biosciences Inc,NASDAQ Stock Exchange,NASDAQ
11141,EVGN,Evogene Ltd Ord,NASDAQ Stock Exchange,NASDAQ
11142,EVK,Ever Glory Intl Group,NASDAQ Stock Exchange,NASDAQ
11143,EVLO,Evelo Biosciences Inc,NASDAQ Stock Exchange,NASDAQ
11144,EVOK,Evoke Pharma,NASDAQ Stock Exchange,NASDAQ
11145,EVOL,Evolving Systems Inc,NASDAQ Stock Exchange,NASDAQ
11146,EVOP,Evo Payments Inc Cl A,NASDAQ Stock Exchange,NASDAQ
11147,EVSTC,Eaton Vance Stock Nextshares,NASDAQ Stock Exchange,NASDAQ
11148,EWBC,East West Bancorp,NASDAQ Stock Exchange,NASDAQ
11149,EWEB,Global X Emerging Markets Internet &,NASDAQ Stock Exchange,NASDAQ
11150,EWJE,Ishares MSCI Japan EW ETF,NASDAQ Stock Exchange,NASDAQ
11151,EWJV,Ishares MSCI Japan Value ETF,NASDAQ Stock Exchange,NASDAQ
11152,EWZS,Brazil Small-Cap Ishares MSCI ETF,NASDAQ Stock Exchange,NASDAQ
11153,EXAS,Exact Sciences Cor,NASDAQ Stock Exchange,NASDAQ
11154,EXC,Exelon Corp,NASDAQ Stock Exchange,NASDAQ
11155,EXEL,Exelixis Inc,NASDAQ Stock Exchange,NASDAQ
11156,EXFO,Exfo Inc,NASDAQ Stock Exchange,NASDAQ
11157,EXLS,Exlservice Holdings,NASDAQ Stock Exchange,NASDAQ
11158,EXPC,Experience Investment Corp Cl A,NASDAQ Stock Exchange,NASDAQ
11159,EXPCU,Experience Investment Corp,NASDAQ Stock Exchange,NASDAQ
11160,EXPCW,Experience Investment Corp Warrants,NASDAQ Stock Exchange,NASDAQ
11161,EXPD,Expeditors Intl,NASDAQ Stock Exchange,NASDAQ
11162,EXPE,Expedia Group Inc,NASDAQ Stock Exchange,NASDAQ
11163,EXPI,Exp Realty International,NASDAQ Stock Exchange,NASDAQ
11164,EXPO,Exponent Inc,NASDAQ Stock Exchange,NASDAQ
11165,EXTR,Extreme Networks,NASDAQ Stock Exchange,NASDAQ
11166,EYE,National Vision Holdings Inc,NASDAQ Stock Exchange,NASDAQ
11167,EYEG,Eyegate Pharma,NASDAQ Stock Exchange,NASDAQ
11168,EYEN,Eyenovia Inc,NASDAQ Stock Exchange,NASDAQ
11169,EYES,Second Sight,NASDAQ Stock Exchange,NASDAQ
11170,EYESW,Second Sight Medical Products Inc WT,NASDAQ Stock Exchange,NASDAQ
11171,EYPT,Eyepoint Pharmaceuticals Inc,NASDAQ Stock Exchange,NASDAQ
11172,EZPW,Ezcorp Inc,NASDAQ Stock Exchange,NASDAQ
12657,FAAR,Alternative Absolute Return Strategy ETF,NASDAQ Stock Exchange,NASDAQ
12658,FAB,Multi Cap Value Alphadex Fund FT,NASDAQ Stock Exchange,NASDAQ
12659,FAD,Multicap Growth Alphadex Fund FT,NASDAQ Stock Exchange,NASDAQ
12660,FALN,US Fallen Angels Ishares ETF,NASDAQ Stock Exchange,NASDAQ
12661,FAMI,Farmmi Inc,NASDAQ Stock Exchange,NASDAQ
12662,FANG,Diamondback Energy,NASDAQ Stock Exchange,NASDAQ
12663,FANH,Fanhua Inc,NASDAQ Stock Exchange,NASDAQ
12664,FARM,Farmer Brothers,NASDAQ Stock Exchange,NASDAQ
12665,FARO,Faro Tech Inc,NASDAQ Stock Exchange,NASDAQ
12666,FAST,Fastenal Company,NASDAQ Stock Exchange,NASDAQ
12667,FAT,Fat Brands Inc,NASDAQ Stock Exchange,NASDAQ
12668,FATBP,Fat Brands Inc 8.25% Series B,NASDAQ Stock Exchange,NASDAQ
12669,FATBW,Fat Brands Inc WT,NASDAQ Stock Exchange,NASDAQ
12670,FATE,Fate Therapeutics,NASDAQ Stock Exchange,NASDAQ
12671,FB,Facebook Inc,NASDAQ Stock Exchange,NASDAQ
12672,FBIO,Fortress Biotech Inc,NASDAQ Stock Exchange,NASDAQ
12673,FBIOP,Fortress Biotech Inc 9.375% Series A,NASDAQ Stock Exchange,NASDAQ
12674,FBIZ,First Business Finan,NASDAQ Stock Exchange,NASDAQ
12675,FBMS,First Bancshs [Ms],NASDAQ Stock Exchange,NASDAQ
12676,FBNC,First Bancorp [Nc],NASDAQ Stock Exchange,NASDAQ
12677,FBRX,Forte Biosciences Inc,NASDAQ Stock Exchange,NASDAQ
12678,FBSS,Fauquier Bankshares,NASDAQ Stock Exchange,NASDAQ
12679,FBZ,Brazil Alphadex Fund FT,NASDAQ Stock Exchange,NASDAQ
12680,FCA,China Alphadex Fund FT,NASDAQ Stock Exchange,NASDAQ
12681,FCAC,Falcon Capital Acquisition Corp. Cl A,NASDAQ Stock Exchange,NASDAQ
12682,FCACU,Falcon Capital Acquisition Corp,NASDAQ Stock Exchange,NASDAQ
12683,FCACW,Falcon Capital Acquisition Corp. WT,NASDAQ Stock Exchange,NASDAQ
12684,FCAL,California Municipal High Income ETF FT,NASDAQ Stock Exchange,NASDAQ
12685,FCAP,First Capital Inc,NASDAQ Stock Exchange,NASDAQ
12686,FCBC,First Community Bksh,NASDAQ Stock Exchange,NASDAQ
12687,FCBP,First Choice Bancorp,NASDAQ Stock Exchange,NASDAQ
12688,FCCO,First Community Corp,NASDAQ Stock Exchange,NASDAQ
12689,FCCY,1st Constitution Bcp,NASDAQ Stock Exchange,NASDAQ
12690,FCEF,CEF Income Opportunity ETF FT,NASDAQ Stock Exchange,NASDAQ
12691,FCEL,Fuelcell Energy Inc,NASDAQ Stock Exchange,NASDAQ
12692,FCFS,First Cash Fin Svcs,NASDAQ Stock Exchange,NASDAQ
12693,FCNCA,First Citizens Bancs,NASDAQ Stock Exchange,NASDAQ
12694,FCNCP,First Citizens Bancshares,NASDAQ Stock Exchange,NASDAQ
12695,FCRD,First Eagle Alt Capital Bdc Inc,NASDAQ Stock Exchange,NASDAQ
